1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,KitchenQual_Enc,GarageFinish_Enc,BsmtExposure_Enc,BsmtFinType1_Enc
1108,0.0,3.0,0,637,280,1930.0,1108,7449,57.0,0.0,0,7,7,637,1930,1950,139400,3,0.0,0.0,0.0
754,640.0,3.0,0,384,400,2007.0,1394,9735,73.0,0.0,0,5,5,384,2006,2007,167500,3,2.0,0.0,-1.0
980,734.0,3.0,394,586,496,1988.0,1714,10421,80.0,42.0,66,5,7,980,1988,1988,196500,2,0.0,0.0,-1.0
882,0.0,3.0,0,0,294,1959.0,882,8339,69.0,0.0,0,7,5,0,1959,1959,106500,2,1.0,-1.0,-1.0
1306,0.0,3.0,0,728,0,0.0,1306,5350,55.0,0.0,0,2,3,728,1940,1966,76500,1,-1.0,0.0,0.0
626,591.0,3.0,0,626,288,1980.0,1217,10762,75.0,0.0,28,6,6,626,1980,1980,120000,2,1.0,0.0,-1.0
990,0.0,3.0,495,495,299,1996.0,990,8775,65.0,0.0,64,5,5,990,1994,1994,126000,2,0.0,0.0,4.0
1132,1320.0,4.0,0,1117,691,2004.0,2452,13418,108.0,132.0,32,5,8,1117,2004,2005,309000,3,-1.0,2.0,0.0
848,0.0,1.0,685,163,420,2003.0,848,4435,69.0,170.0,0,5,6,848,2003,2003,140000,3,-1.0,2.0,4.0
697,672.0,3.0,551,121,300,1930.0,1369,6629,54.0,0.0,0,6,6,672,1925,1950,103600,2,-1.0,0.0,2.0
1218,0.0,2.0,27,1191,676,2009.0,1218,7862,75.0,0.0,102,5,6,1218,2009,2009,208300,3,2.0,0.0,4.0
1423,748.0,3.0,0,588,672,1993.0,2555,11526,79.0,0.0,0,7,6,588,1922,1994,191000,2,2.0,0.0,0.0
1247,0.0,1.0,1039,208,550,2005.0,1247,3316,37.0,0.0,84,5,8,1247,2005,2005,197000,3,2.0,0.0,4.0
1542,1330.0,4.0,896,434,619,1977.0,2872,12227,69.0,424.0,282,7,6,1330,1977,1995,272000,2,2.0,0.0,3.0
1652,0.0,2.0,1480,120,482,2008.0,1652,5587,64.0,186.0,53,5,8,1600,2008,2008,392500,3,-1.0,3.0,4.0
1844,0.0,3.0,705,1139,546,1977.0,1844,11751,105.0,480.0,122,6,6,1844,1977,1977,190000,2,1.0,0.0,2.0
1113,858.0,3.0,341,772,689,2005.0,1971,9675,75.0,0.0,48,5,7,1113,2005,2005,253000,3,1.0,1.0,4.0
1007,793.0,3.0,0,982,463,2000.0,1800,8123,60.0,16.0,63,5,6,982,2000,2000,179000,2,2.0,0.0,0.0
1062,887.0,3.0,750,300,574,1993.0,1949,9938,80.0,246.0,90,5,7,1050,1993,1994,236000,3,2.0,0.0,4.0
630,0.0,1.0,150,0,0,0.0,630,1491,21.0,0.0,24,6,4,630,1972,1972,75500,2,-1.0,2.0,-1.0
1494,0.0,3.0,922,572,530,2002.0,1494,12803,88.0,99.0,36,5,7,1494,2002,2002,221000,3,1.0,1.0,4.0
600,0.0,3.0,0,600,0,0.0,968,5925,50.0,0.0,0,6,3,600,1910,1950,37900,2,-1.0,0.0,0.0
1274,0.0,3.0,925,349,508,2005.0,1274,8814,68.0,80.0,98,5,7,1274,2005,2007,203000,3,-1.0,0.0,4.0
1520,0.0,3.0,674,350,364,1955.0,1520,9600,80.0,164.0,0,6,6,1156,1955,1972,153000,2,1.0,2.0,2.0
1285,0.0,3.0,0,660,528,1977.0,1285,8197,71.0,148.0,0,5,6,660,1977,1977,143500,2,1.0,0.0,0.0
807,702.0,3.0,0,783,393,2003.0,1509,7875,63.0,0.0,75,5,7,783,2003,2003,180000,3,2.0,0.0,0.0
1142,793.0,3.0,0,793,550,1976.0,1935,12384,69.0,233.0,113,7,7,793,1976,1976,197900,2,1.0,0.0,0.0
816,0.0,3.0,816,0,0,0.0,816,11841,81.0,104.0,32,5,6,816,1990,1990,118500,2,-1.0,2.0,4.0
1200,0.0,2.0,833,343,555,2003.0,1200,10083,67.0,0.0,41,5,7,1176,2003,2003,184900,3,1.0,0.0,-1.0
997,0.0,4.0,0,941,548,1958.0,1470,8172,60.0,0.0,0,6,4,941,1954,1972,135000,2,0.0,0.0,0.0
1656,0.0,3.0,639,441,528,1960.0,1656,31770,141.0,112.0,62,5,6,1080,1960,1960,215000,2,2.0,3.0,2.0
792,0.0,2.0,0,768,240,1924.0,792,9022,52.0,0.0,0,8,5,768,1924,2006,109500,3,0.0,0.0,0.0
1694,0.0,3.0,0,1694,818,2007.0,1694,12030,93.0,254.0,228,5,8,1694,2007,2007,318000,3,2.0,0.0,0.0
1800,0.0,3.0,1274,526,765,2002.0,1800,14331,85.0,630.0,78,5,8,1800,2002,2002,312500,3,2.0,3.0,4.0
1422,915.0,5.0,0,662,560,1945.0,2337,13600,85.0,0.0,57,5,5,662,1900,1950,90000,2,0.0,0.0,0.0
1168,678.0,3.0,196,844,315,1949.0,1846,10496,78.0,320.0,0,6,6,1040,1949,1950,143000,2,0.0,1.0,1.0
1026,0.0,3.0,505,0,576,1981.0,1026,10970,69.0,0.0,0,6,6,940,1978,1978,147000,2,0.0,3.0,4.0
904,0.0,3.0,0,876,408,1966.0,904,7162,69.0,41.0,0,7,5,876,1966,1966,109900,2,0.0,0.0,0.0
1126,0.0,3.0,936,190,484,1977.0,1126,17400,80.0,0.0,41,5,5,1126,1977,1977,160000,2,1.0,0.0,3.0
1136,1332.0,4.0,970,166,872,2004.0,2468,12099,99.0,388.0,154,5,8,1136,2004,2004,354000,3,-1.0,2.0,4.0
988,0.0,1.0,938,0,540,1969.0,988,21453,69.0,0.0,130,5,6,938,1969,1969,180000,2,0.0,3.0,3.0
1052,0.0,3.0,1016,36,288,1968.0,1052,8400,70.0,168.0,0,5,5,1052,1968,1968,138500,2,1.0,2.0,-1.0
572,524.0,2.0,0,572,0,0.0,1096,9600,60.0,0.0,8,5,6,572,1924,1950,79000,2,-1.0,0.0,0.0
1141,0.0,3.0,0,1141,484,2005.0,1141,13072,63.0,0.0,0,5,6,1141,2005,2005,142500,2,0.0,0.0,0.0
1012,778.0,4.0,247,485,484,1972.0,1790,10400,80.0,288.0,0,5,6,732,1972,1972,165150,2,1.0,0.0,1.0
1004,848.0,3.0,668,336,660,1999.0,1852,9066,73.0,320.0,106,5,8,1004,1999,2000,230000,3,2.0,1.0,4.0
520,0.0,2.0,490,30,0,0.0,754,6780,60.0,0.0,0,8,6,520,1935,1982,84500,2,-1.0,2.0,4.0
624,720.0,4.0,0,624,513,1916.0,1344,4571,34.0,0.0,0,5,5,624,1916,1950,98000,2,0.0,0.0,0.0
2207,0.0,3.0,912,1035,576,1970.0,2207,19900,69.0,287.0,0,5,7,1947,1970,1989,180000,2,1.0,3.0,4.0
1307,1051.0,5.0,0,907,360,1908.0,2358,45600,75.0,0.0,40,8,6,907,1908,1997,240000,2,-1.0,0.0,0.0
1175,1540.0,4.0,575,487,831,1994.0,2715,8963,69.0,289.0,204,9,8,1142,1976,1996,299800,3,2.0,0.0,4.0
1364,0.0,2.0,659,705,484,2005.0,1364,7052,43.0,240.0,36,5,7,1364,2005,2005,185850,3,1.0,2.0,4.0
1253,0.0,3.0,0,1237,402,1995.0,1253,7875,63.0,38.0,21,5,7,1237,1995,1996,176000,2,2.0,0.0,0.0
1328,0.0,3.0,569,678,528,1963.0,1328,9790,69.0,451.0,26,5,6,1328,1963,1963,143000,2,0.0,0.0,3.0
1422,0.0,3.0,0,978,286,1960.0,1422,12342,69.0,0.0,0,5,5,978,1960,1978,139900,2,1.0,0.0,0.0
1186,800.0,3.0,454,314,486,1965.0,1986,13600,85.0,176.0,42,6,7,768,1965,1990,205000,2,0.0,0.0,2.0
952,0.0,2.0,0,952,192,1916.0,952,8854,69.0,0.0,98,6,6,952,1916,1950,121000,1,0.0,0.0,0.0
1660,0.0,3.0,1220,440,500,2006.0,1660,10182,85.0,420.0,50,5,8,1660,2006,2006,290000,3,1.0,1.0,4.0
2234,0.0,1.0,1904,312,1166,2009.0,2234,17423,63.0,748.0,60,5,9,2216,2008,2009,501837,4,2.0,0.0,4.0
790,0.0,2.0,384,384,160,1925.0,790,6292,52.0,0.0,141,5,6,768,1930,1950,91000,2,0.0,1.0,-1.0
1340,0.0,3.0,24,1316,396,2007.0,1340,8899,73.0,0.0,30,5,7,1340,2007,2007,181134,3,2.0,2.0,4.0
1610,0.0,3.0,1200,410,480,1977.0,1610,10603,69.0,28.0,68,7,6,1610,1977,2001,205000,3,1.0,1.0,3.0
1361,1259.0,4.0,498,652,600,1977.0,2620,18890,69.0,1.0,24,5,5,1361,1977,1977,190000,2,1.0,0.0,4.0
1248,0.0,2.0,16,1232,438,2005.0,1248,3010,43.0,16.0,0,5,7,1248,2005,2006,167240,3,2.0,2.0,4.0
912,0.0,3.0,832,80,288,1962.0,912,6768,65.0,0.0,0,8,6,912,1961,1996,142000,3,-1.0,1.0,4.0
943,0.0,3.0,828,115,472,1998.0,1638,9042,59.0,0.0,38,5,6,943,1998,1998,192000,2,2.0,3.0,4.0
1622,0.0,3.0,1159,90,1356,1975.0,1622,32463,69.0,149.0,0,4,4,1249,1961,1975,168000,2,2.0,2.0,2.0
1436,884.0,3.0,774,104,180,1945.0,2320,7259,61.0,0.0,0,8,6,1028,1945,2002,259500,3,0.0,0.0,3.0
1144,0.0,3.0,572,572,456,1961.0,1144,7875,75.0,136.0,0,6,5,1144,1961,1961,139950,2,0.0,0.0,1.0
848,672.0,3.0,182,611,281,1968.0,1520,4500,55.0,0.0,0,5,5,793,1932,2000,159434,2,0.0,0.0,1.0
1516,0.0,3.0,196,975,472,1964.0,1516,10004,100.0,180.0,0,6,6,1516,1964,1964,167000,2,1.0,0.0,1.0
1498,0.0,2.0,0,1498,675,2006.0,1498,8990,73.0,0.0,33,5,7,1498,2006,2006,204900,3,-1.0,1.0,0.0
804,1157.0,3.0,690,114,560,2001.0,1961,12209,71.0,0.0,192,5,6,804,2001,2002,215000,3,2.0,0.0,3.0
728,728.0,3.0,0,728,440,2006.0,1456,11103,85.0,0.0,0,5,7,728,2006,2006,155835,3,2.0,0.0,0.0
1207,1196.0,3.0,0,1032,349,1940.0,2403,24090,69.0,0.0,0,7,7,1032,1940,1950,244400,2,0.0,1.0,0.0
1944,0.0,3.0,1274,622,708,2003.0,1944,12378,90.0,0.0,175,5,9,1896,2003,2004,360000,4,2.0,3.0,-1.0
1368,0.0,2.0,0,1368,474,2005.0,1368,6955,48.0,94.0,35,5,7,1368,2005,2006,202500,3,1.0,0.0,0.0
882,908.0,3.0,633,240,588,1999.0,1790,9179,68.0,158.0,88,5,7,873,1999,1999,193000,3,1.0,0.0,4.0
1476,1237.0,3.0,1330,122,858,2008.0,2713,14948,67.0,268.0,66,5,9,1452,2008,2008,446261,4,2.0,2.0,4.0
720,551.0,3.0,0,720,312,1948.0,1271,21286,115.0,0.0,0,5,5,720,1948,1950,135000,2,-1.0,0.0,0.0
1872,0.0,3.0,929,916,604,1988.0,1872,10400,80.0,102.0,39,5,7,1845,1988,1988,241500,2,-1.0,2.0,4.0
1190,900.0,3.0,828,180,577,1984.0,2090,5062,69.0,0.0,0,5,7,1190,1984,1984,207500,3,2.0,1.0,4.0
882,914.0,3.0,706,88,546,1998.0,1796,9531,69.0,0.0,36,5,6,794,1998,1998,211000,2,1.0,1.0,4.0
1302,0.0,3.0,0,1302,436,2007.0,1302,8993,73.0,0.0,22,5,7,1302,2007,2007,176485,3,2.0,2.0,0.0
2524,0.0,4.0,1104,1420,542,1981.0,2524,9600,80.0,0.0,120,5,8,2524,1981,1981,278000,3,2.0,0.0,3.0
840,534.0,2.0,315,420,338,1967.0,1374,5400,90.0,0.0,0,6,4,840,1920,1950,105000,2,2.0,0.0,3.0
764,862.0,2.0,567,197,474,2003.0,1626,2268,36.0,106.0,27,5,7,764,2003,2004,173000,3,1.0,0.0,4.0
735,299.0,2.0,0,735,240,1940.0,1034,10134,60.0,0.0,39,6,5,735,1940,1950,109000,2,0.0,0.0,-1.0
1518,0.0,1.0,1218,300,588,2003.0,1518,12677,62.0,472.0,140,5,8,1518,2003,2004,274000,4,1.0,3.0,4.0
1226,592.0,4.0,224,816,240,1951.0,1818,7758,69.0,600.0,0,4,7,1040,1931,1950,169500,2,-1.0,0.0,-1.0
1661,0.0,3.0,0,1649,598,1998.0,1661,12137,48.0,442.0,34,5,7,1649,1998,1998,224900,3,1.0,0.0,0.0
1096,895.0,3.0,297,0,432,1977.0,1991,11275,69.0,480.0,0,7,6,854,1932,1950,220000,2,0.0,1.0,1.0
832,650.0,3.0,624,26,324,1930.0,1482,9000,50.0,0.0,0,9,7,650,1920,1988,143000,2,0.0,0.0,3.0
1742,0.0,2.0,1148,594,564,1985.0,1742,6563,69.0,0.0,28,5,8,1742,1985,1985,275000,3,1.0,3.0,4.0
686,564.0,3.0,0,686,280,1955.0,1250,8248,45.0,0.0,0,7,5,686,1918,1950,116000,1,-1.0,0.0,0.0
816,0.0,3.0,0,816,528,1985.0,1176,6240,52.0,0.0,0,6,6,816,1934,1950,114500,2,0.0,0.0,0.0
927,988.0,3.0,789,119,506,1992.0,1915,10041,80.0,0.0,150,5,8,908,1992,1992,220000,3,2.0,1.0,4.0
1192,403.0,2.0,388,552,240,1940.0,1595,8400,60.0,0.0,0,5,6,940,1940,2000,140000,2,0.0,0.0,-1.0
1661,0.0,3.0,831,161,377,1955.0,1661,9600,80.0,0.0,28,6,6,992,1955,1996,165500,3,1.0,2.0,2.0
832,1103.0,3.0,544,288,552,2009.0,1935,8004,75.0,110.0,150,5,8,832,2009,2009,263435,2,2.0,0.0,4.0
1795,0.0,3.0,0,1777,534,2002.0,1795,9742,75.0,281.0,159,5,8,1777,2002,2002,230000,3,1.0,0.0,-1.0
847,1081.0,4.0,0,847,434,2003.0,1928,8200,65.0,0.0,48,5,7,847,2003,2004,219500,3,2.0,0.0,-1.0
1159,0.0,3.0,673,378,336,1968.0,1159,11553,69.0,188.0,0,5,5,1051,1968,1968,158000,2,0.0,0.0,2.0
855,601.0,3.0,311,544,440,1978.0,1456,2280,24.0,0.0,0,5,6,855,1978,1978,146000,2,0.0,0.0,-1.0
1137,817.0,3.0,341,457,431,1939.0,1954,15660,69.0,312.0,119,9,7,798,1939,2006,311500,3,-1.0,0.0,2.0
2028,0.0,2.0,1460,408,880,2005.0,2028,11443,88.0,208.0,66,5,8,1868,2005,2006,369900,3,1.0,3.0,4.0
2898,0.0,2.0,1165,0,665,1976.0,2898,15498,69.0,0.0,72,6,8,1565,1976,1976,287000,3,2.0,2.0,3.0
814,860.0,3.0,533,281,663,2000.0,1674,7500,69.0,0.0,96,5,7,814,2000,2000,216000,3,1.0,0.0,4.0
974,0.0,3.0,212,762,0,0.0,974,10712,63.0,0.0,28,5,5,974,1991,1992,93500,2,-1.0,1.0,2.0
1091,898.0,3.0,932,133,586,2002.0,1989,11367,90.0,210.0,60,5,8,1065,2002,2002,255000,3,2.0,1.0,4.0
1080,1017.0,3.0,50,499,678,1993.0,2097,11228,59.0,0.0,187,5,7,1080,1993,1993,228000,3,-1.0,0.0,2.0
1442,0.0,3.0,0,1424,500,1990.0,1442,11851,99.0,0.0,34,5,7,1424,1990,1990,180500,2,-1.0,0.0,0.0
1130,0.0,2.0,821,299,720,1970.0,1130,10800,60.0,0.0,0,6,5,1120,1920,1950,120000,2,0.0,0.0,-1.0
1133,687.0,4.0,329,697,240,1925.0,1820,9120,60.0,0.0,100,6,7,1026,1925,1950,184000,2,0.0,0.0,1.0
1378,741.0,3.0,0,689,583,1972.0,2119,10448,69.0,333.0,104,6,6,689,1972,1972,158000,2,-1.0,0.0,0.0
1264,1312.0,4.0,0,1234,666,2006.0,2576,12438,82.0,466.0,100,5,8,1234,2006,2006,361919,4,2.0,0.0,0.0
780,240.0,2.0,0,780,0,0.0,1020,6342,54.0,0.0,0,8,5,780,1875,1996,94000,2,-1.0,0.0,0.0
1095,679.0,4.0,0,1095,779,1920.0,1774,9600,60.0,0.0,0,2,4,1095,1900,1950,87000,2,0.0,0.0,0.0
904,0.0,1.0,350,333,0,0.0,904,10020,69.0,0.0,0,1,1,683,1922,1950,61000,1,-1.0,3.0,2.0
673,709.0,3.0,641,32,490,2000.0,1382,2651,69.0,0.0,50,5,7,673,2000,2000,165000,3,0.0,0.0,4.0
1518,1518.0,4.0,0,1107,840,1993.0,3608,22950,90.0,0.0,260,9,10,1107,1892,1993,475000,4,0.0,1.0,0.0
1178,1032.0,5.0,0,1008,205,1930.0,2210,9900,90.0,0.0,48,4,6,1008,1880,1950,117500,1,0.0,1.0,0.0
806,766.0,3.0,0,806,373,1995.0,1572,10364,69.0,0.0,40,5,6,806,1995,1996,168000,2,2.0,0.0,0.0
1824,0.0,2.0,1219,424,739,1971.0,1824,115149,69.0,351.0,48,5,7,1643,1971,2002,302000,3,0.0,3.0,4.0
1056,0.0,3.0,775,281,304,1968.0,1056,8450,65.0,0.0,85,6,5,1056,1968,1968,142000,2,0.0,0.0,2.0
949,272.0,4.0,392,392,392,1965.0,1221,9738,60.0,0.0,0,7,5,784,1924,1950,104900,2,0.0,0.0,2.0
1362,0.0,3.0,288,700,504,1961.0,1362,10197,80.0,491.0,20,5,6,1362,1961,1961,163000,2,-1.0,0.0,3.0
848,0.0,1.0,697,151,420,2004.0,848,4426,69.0,147.0,0,5,6,848,2004,2004,141000,3,1.0,3.0,4.0
1434,0.0,3.0,20,1434,527,2001.0,1434,8529,65.0,0.0,39,5,7,1454,2001,2001,189000,3,1.0,0.0,4.0
1208,0.0,2.0,664,544,628,2007.0,1208,6762,64.0,108.0,54,5,7,1208,2007,2007,195400,3,1.0,0.0,4.0
1096,370.0,3.0,626,170,566,1950.0,1466,10800,60.0,0.0,21,8,5,796,1936,1989,170000,3,-1.0,0.0,3.0
1987,0.0,2.0,1314,672,691,1994.0,1987,14303,91.0,554.0,36,5,8,1986,1994,1994,301500,3,2.0,3.0,4.0
1325,1093.0,3.0,1173,138,983,1993.0,2418,10542,96.0,651.0,154,5,7,1311,1993,1994,341000,3,1.0,3.0,4.0
1314,0.0,2.0,904,410,626,2008.0,1314,5063,34.0,166.0,62,5,7,1314,2007,2008,207500,3,1.0,0.0,4.0
970,739.0,3.0,0,970,380,2004.0,1709,2522,24.0,50.0,40,5,7,970,2004,2004,137500,3,0.0,0.0,0.0
672,546.0,3.0,0,672,0,0.0,1218,1680,21.0,236.0,0,5,6,672,1971,1971,91500,2,-1.0,0.0,-1.0
1440,1440.0,8.0,256,1184,0,0.0,3395,10896,60.0,0.0,110,7,6,1440,1914,1995,200000,1,-1.0,0.0,-1.0
1200,0.0,3.0,1200,0,0,0.0,1200,10800,60.0,0.0,0,5,5,1200,1987,1988,179000,2,-1.0,3.0,4.0
912,0.0,2.0,111,522,297,1958.0,912,7535,70.0,0.0,285,7,5,912,1958,1985,120000,2,2.0,0.0,2.0
2444,1872.0,4.0,1455,989,832,1994.0,4316,21535,104.0,1170.0,50,6,10,2444,1994,1995,755000,4,2.0,3.0,4.0
856,854.0,3.0,706,150,548,2003.0,1710,8450,65.0,196.0,61,5,7,856,2003,2003,208500,3,1.0,0.0,4.0
1234,1140.0,4.0,0,1181,656,2003.0,2374,11999,93.0,340.0,100,5,8,1181,2003,2004,285000,4,2.0,0.0,0.0
860,704.0,3.0,275,429,234,1941.0,1564,12000,75.0,0.0,0,7,7,704,1941,1950,174500,1,0.0,0.0,1.0
1466,0.0,3.0,176,1290,528,1959.0,1466,17755,134.0,132.0,140,4,5,1466,1959,1959,149900,1,2.0,0.0,-1.0
1383,0.0,3.0,565,818,292,1960.0,1383,11600,80.0,175.0,45,5,6,1383,1960,1960,145250,2,-1.0,0.0,1.0
1535,0.0,4.0,0,0,410,1979.0,1535,7018,64.0,0.0,0,5,5,0,1979,1979,118964,2,0.0,-1.0,-1.0
990,0.0,3.0,716,274,576,1996.0,990,13568,43.0,0.0,0,5,5,990,1995,1995,156000,2,0.0,0.0,3.0
918,728.0,4.0,364,554,240,1941.0,1646,7128,53.0,0.0,0,5,7,918,1941,1950,164000,2,0.0,0.0,1.0
908,1020.0,4.0,0,1020,440,1910.0,1928,9142,69.0,0.0,60,8,6,1020,1910,1950,137000,1,0.0,0.0,0.0
1040,685.0,3.0,315,114,550,1979.0,1725,11584,80.0,96.0,88,6,7,539,1979,1979,197000,2,1.0,0.0,4.0
2129,743.0,4.0,700,983,541,1992.0,2872,10678,85.0,337.0,33,5,8,1683,1992,2000,285000,3,2.0,0.0,4.0
1092,1020.0,4.0,500,176,576,1969.0,2112,11075,85.0,0.0,0,5,6,952,1969,1969,206900,2,0.0,1.0,3.0
757,567.0,3.0,672,0,240,1936.0,1324,6000,50.0,0.0,0,6,4,672,1936,1950,128000,2,0.0,0.0,2.0
520,600.0,2.0,0,600,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,2005,2005,144152,3,1.0,0.0,0.0
672,672.0,3.0,456,216,468,1964.0,1344,10690,59.0,0.0,128,7,5,672,1920,1997,147000,2,0.0,0.0,1.0
840,828.0,3.0,0,840,500,2003.0,1668,11317,72.0,101.0,68,5,7,840,2003,2003,180000,3,1.0,0.0,-1.0
1040,0.0,2.0,0,0,400,1949.0,1040,8544,60.0,0.0,0,4,3,0,1950,1950,93500,2,0.0,-1.0,-1.0
900,0.0,3.0,234,180,576,2005.0,900,7200,60.0,0.0,32,7,5,900,1951,2000,134800,3,0.0,1.0,-1.0
1559,0.0,3.0,338,1221,812,1948.0,1559,8100,90.0,0.0,116,6,5,1559,1948,1973,153500,2,0.0,0.0,1.0
948,0.0,3.0,492,372,248,1954.0,948,10215,75.0,132.0,0,5,4,864,1954,1954,111000,2,0.0,0.0,3.0
923,0.0,2.0,543,261,264,1980.0,923,8012,50.0,0.0,0,5,6,923,1980,1980,143000,2,1.0,0.0,2.0
1552,0.0,3.0,24,1528,782,2005.0,1552,10084,84.0,196.0,20,5,7,1552,2005,2006,212900,3,-1.0,2.0,4.0
961,0.0,3.0,216,540,642,1998.0,1717,9550,60.0,0.0,35,5,7,756,1915,1970,140000,3,0.0,0.0,3.0
1721,0.0,3.0,570,891,440,1968.0,1721,10335,78.0,0.0,96,6,5,1461,1968,1993,180000,2,1.0,0.0,1.0
483,504.0,2.0,330,153,264,1973.0,987,1680,21.0,158.0,0,5,6,483,1973,1973,100000,2,0.0,0.0,2.0
1200,0.0,3.0,334,322,521,1995.0,1200,11249,105.0,0.0,26,5,6,1200,1995,1995,177500,3,1.0,0.0,3.0
1148,568.0,3.0,292,476,281,1949.0,1716,11409,60.0,0.0,0,4,5,768,1949,2008,131000,2,0.0,0.0,-1.0
894,0.0,3.0,553,224,336,1973.0,894,8450,65.0,0.0,144,8,5,894,1965,2009,138500,2,0.0,0.0,4.0
1771,0.0,3.0,0,0,336,1960.0,1771,21750,100.0,75.0,0,4,5,0,1960,2006,115000,2,0.0,-1.0,-1.0
1173,0.0,3.0,885,0,528,1974.0,1173,10625,85.0,81.0,120,6,7,1053,1974,1974,170000,3,1.0,3.0,4.0
1287,0.0,3.0,72,733,576,1997.0,1287,9830,69.0,0.0,17,7,5,1063,1959,2006,162000,3,2.0,0.0,3.0
1382,0.0,3.0,547,504,459,1974.0,1382,11235,75.0,51.0,82,5,4,1051,1963,1979,148000,2,-1.0,0.0,1.0
1214,1306.0,4.0,565,638,721,1995.0,2520,9950,82.0,290.0,114,5,7,1203,1995,1995,290000,3,-1.0,0.0,4.0
1215,0.0,3.0,585,630,297,1958.0,1215,12400,66.0,176.0,0,7,6,1215,1958,1998,155000,2,0.0,0.0,1.0
1203,1323.0,4.0,740,425,844,1994.0,2526,10120,92.0,391.0,78,5,8,1165,1994,1994,290000,3,-1.0,0.0,4.0
600,600.0,2.0,0,600,480,2004.0,1200,3182,30.0,0.0,172,5,7,600,2004,2005,151000,3,1.0,0.0,0.0
1728,0.0,4.0,1606,122,560,1976.0,1728,9297,63.0,0.0,0,5,5,1728,1976,1976,188000,2,0.0,0.0,3.0
902,808.0,3.0,0,576,480,1990.0,1710,10300,50.0,0.0,11,6,7,576,1921,1950,140000,2,0.0,0.0,0.0
1407,985.0,3.0,1074,322,870,1997.0,2392,9452,82.0,423.0,70,5,8,1396,1997,1998,348000,3,2.0,0.0,4.0
1014,730.0,3.0,402,594,457,1993.0,1744,9453,69.0,0.0,70,7,7,996,1993,2003,194500,3,1.0,0.0,2.0
822,843.0,3.0,0,813,562,2007.0,1665,8125,65.0,0.0,0,6,7,813,2007,2007,205950,3,1.0,0.0,0.0
1282,1414.0,4.0,984,280,792,2007.0,2696,9965,77.0,220.0,184,5,7,1264,2007,2007,383970,4,-1.0,2.0,4.0
864,0.0,3.0,616,248,528,1974.0,864,9000,60.0,0.0,0,6,4,864,1971,1971,120500,2,0.0,0.0,3.0
672,0.0,2.0,344,328,234,1941.0,672,9340,50.0,0.0,113,6,4,672,1941,1950,113000,2,0.0,0.0,1.0
1320,0.0,3.0,328,285,564,1966.0,1320,11777,96.0,97.0,68,6,5,1164,1966,1966,164500,2,-1.0,2.0,-1.0
958,0.0,2.0,120,958,440,1977.0,958,4928,69.0,0.0,205,5,6,1078,1976,1976,128000,2,1.0,0.0,3.0
1710,0.0,3.0,0,1710,550,2004.0,1710,12118,43.0,108.0,48,5,7,1710,2004,2005,240000,3,-1.0,1.0,0.0
1265,0.0,3.0,633,586,502,1965.0,1265,9350,85.0,0.0,92,8,5,1219,1965,1999,179900,3,1.0,3.0,3.0
1456,0.0,2.0,0,1273,400,2003.0,1456,3196,69.0,40.0,20,5,8,1273,2003,2003,215000,3,2.0,3.0,0.0
1067,472.0,3.0,0,927,576,1995.0,1539,6120,51.0,0.0,0,6,5,927,1936,1950,141500,2,0.0,0.0,0.0
1959,0.0,5.0,0,1907,766,1989.0,1959,11070,82.0,70.0,0,5,7,1907,1988,1989,171000,2,0.0,0.0,0.0
1008,0.0,4.0,0,1008,0,0.0,1522,6000,60.0,0.0,0,5,5,1008,1926,1950,102000,2,-1.0,0.0,0.0
1124,0.0,3.0,0,0,0,0.0,1124,8335,77.0,0.0,36,5,5,0,1954,1954,93000,2,-1.0,-1.0,-1.0
1107,983.0,3.0,859,216,484,1973.0,2090,10382,69.0,240.0,204,6,7,1107,1973,1973,200000,2,-1.0,1.0,3.0
1214,0.0,2.0,698,420,461,1965.0,1214,9170,70.0,0.0,0,7,5,1214,1965,1965,140000,2,0.0,0.0,3.0
1779,0.0,3.0,306,372,454,1955.0,1779,17920,102.0,0.0,418,4,5,1763,1955,1974,170000,2,0.0,1.0,3.0
1629,0.0,3.0,1300,316,808,2002.0,1629,14536,85.0,236.0,252,5,8,1616,2002,2003,270000,3,2.0,2.0,4.0
1554,0.0,2.0,24,1530,627,2006.0,1554,4590,34.0,108.0,73,5,8,1554,2006,2006,209500,3,1.0,1.0,4.0
993,1243.0,4.0,0,964,642,1997.0,2236,13006,69.0,285.0,0,5,7,964,1997,1997,222000,3,2.0,0.0,0.0
796,0.0,2.0,0,796,0,0.0,796,3636,40.0,0.0,0,4,4,796,1922,1950,55000,2,-1.0,0.0,0.0
840,840.0,3.0,0,840,308,1960.0,1680,15576,63.0,0.0,0,7,6,840,1915,1976,177000,2,-1.0,0.0,0.0
848,0.0,1.0,686,162,420,2003.0,848,4435,37.0,170.0,0,5,6,848,2003,2003,136500,3,2.0,2.0,4.0
1142,0.0,3.0,874,268,528,1976.0,1142,4224,44.0,0.0,90,5,5,1142,1976,1976,134000,2,2.0,0.0,3.0
