2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt
1332.0,4.0,0.0,970,2.0,166,872,0.0,2468,0,4.082749476727281,1.99563519459755,388.0,154,5,8,1136,2004
0.0,1.0,2.0,938,1.0,0,540,0.0,988,1,4.331488032760532,1.8388490907372552,0.0,130,5,6,938,1969
0.0,3.0,0.0,1016,0.0,36,288,1.0,1052,1,3.9242792860618816,1.845098040014257,168.0,0,5,5,1052,1968
524.0,2.0,1.0,0,0.0,572,0,0.0,1096,1,3.9822712330395684,1.7781512503836436,0.0,8,5,6,572,1924
0.0,3.0,1.0,0,0.0,1141,484,0.0,1141,1,4.11634203918834,1.7993405494535817,0.0,0,5,6,1141,2005
778.0,4.0,1.0,247,3.0,485,484,1.0,1790,1,4.017033339298781,1.9030899869919435,288.0,0,5,6,732,1972
848.0,3.0,3.0,668,2.0,336,660,2.0,1852,0,3.957415714722669,1.863322860120456,320.0,106,5,8,1004,1999
0.0,2.0,0.0,490,2.0,30,0,0.0,754,1,3.8312296938670634,1.7781512503836436,0.0,0,8,6,520,1935
720.0,4.0,1.0,0,0.0,624,513,0.0,1344,1,3.6600112212893308,1.5314789170422551,0.0,0,5,5,624,1916
0.0,3.0,2.0,912,2.0,1035,576,1.0,2207,1,4.298853076409706,1.8388490907372552,287.0,0,5,7,1947,1970
1051.0,5.0,1.0,0,0.0,907,360,0.0,2358,1,4.658964842664435,1.8750612633917,0.0,40,8,6,907,1908
1540.0,4.0,1.0,575,2.0,487,831,2.0,2715,0,3.9524533964230333,1.8388490907372552,289.0,204,9,8,1142,1976
0.0,2.0,0.0,659,2.0,705,484,1.0,1364,0,3.8483123036272846,1.6334684555795864,240.0,36,5,7,1364,2005
0.0,3.0,1.0,0,0.0,1237,402,2.0,1253,1,3.896250562461638,1.7993405494535817,38.0,21,5,7,1237,1995
0.0,3.0,1.0,569,1.0,678,528,0.0,1328,1,3.9907826918031377,1.8388490907372552,451.0,26,5,6,1328,1963
0.0,3.0,1.0,0,0.0,978,286,1.0,1422,1,4.091385542078368,1.8388490907372552,0.0,0,5,5,978,1960
800.0,3.0,1.0,454,5.0,314,486,0.0,1986,1,4.133538908370218,1.9294189257142926,176.0,42,6,7,768,1965
0.0,2.0,1.0,0,0.0,952,192,0.0,952,3,3.947139517642829,1.8388490907372552,0.0,98,6,6,952,1916
0.0,3.0,3.0,1220,2.0,440,500,1.0,1660,0,4.007833092701319,1.9294189257142926,420.0,50,5,8,1660,2006
0.0,1.0,1.0,1904,2.0,312,1166,2.0,2234,2,4.24112293662285,1.7993405494535817,748.0,60,5,9,2216,2008
0.0,2.0,3.0,384,0.0,384,160,0.0,790,1,3.7987887139512493,1.7160033436347992,0.0,141,5,6,768,1930
0.0,3.0,0.0,24,2.0,1316,396,2.0,1340,0,3.949341206770497,1.863322860120456,0.0,30,5,7,1340,2007
0.0,3.0,3.0,1200,1.0,410,480,1.0,1610,0,4.025428761407241,1.8388490907372552,28.0,68,7,6,1610,1977
1259.0,4.0,1.0,498,2.0,652,600,1.0,2620,1,4.2762319579218335,1.8388490907372552,1.0,24,5,5,1361,1977
0.0,2.0,0.0,16,2.0,1232,438,2.0,1248,0,3.4785664955938436,1.6334684555795864,16.0,0,5,7,1248,2005
0.0,3.0,3.0,832,2.0,80,288,0.0,912,0,3.8304603500309673,1.8129133566428555,0.0,0,8,6,912,1961
0.0,3.0,2.0,828,2.0,115,472,2.0,1638,1,3.9562645026982755,1.7708520116421442,0.0,38,5,6,943,1998
0.0,3.0,0.0,1159,5.0,90,1356,2.0,1622,1,4.511388651757688,1.8388490907372552,149.0,0,4,4,1249,1961
884.0,3.0,1.0,774,1.0,104,180,0.0,2320,0,3.8608767964032977,1.7853298350107671,0.0,0,8,6,1028,1945
0.0,3.0,1.0,572,3.0,572,456,0.0,1144,1,3.896250562461638,1.8750612633917,136.0,0,6,5,1144,1961
672.0,3.0,1.0,182,3.0,611,281,0.0,1520,1,3.6532125137753435,1.7403626894942439,0.0,0,5,5,793,1932
0.0,3.0,1.0,196,3.0,975,472,1.0,1516,1,4.000173683058465,2.0,180.0,0,6,6,1516,1964
0.0,2.0,3.0,0,0.0,1498,675,0.0,1498,0,3.9537596917332287,1.863322860120456,0.0,33,5,7,1498,2006
1157.0,3.0,1.0,690,1.0,114,560,2.0,1961,0,4.086680093734625,1.8512583487190752,0.0,192,5,6,804,2001
728.0,3.0,1.0,0,0.0,728,440,2.0,1456,0,4.045440339814774,1.9294189257142926,0.0,0,5,7,728,2006
1196.0,3.0,3.0,0,0.0,1032,349,0.0,2403,1,4.381836799998343,1.8388490907372552,0.0,0,7,7,1032,1940
0.0,3.0,2.0,1274,0.0,622,708,2.0,1944,2,4.092650478356795,1.954242509439325,0.0,175,5,9,1896,2003
0.0,2.0,1.0,0,0.0,1368,474,1.0,1368,0,3.8422971343280654,1.6812412373755872,94.0,35,5,7,1368,2005
908.0,3.0,1.0,633,2.0,240,588,1.0,1790,0,3.962795369857233,1.8325089127062364,158.0,88,5,7,873,1999
1237.0,3.0,0.0,1330,2.0,122,858,2.0,2713,2,4.1745830891776,1.8260748027008264,268.0,66,5,9,1452,2008
551.0,3.0,1.0,0,0.0,720,312,0.0,1271,1,4.328094057815027,2.060697840353612,0.0,0,5,5,720,1948
0.0,3.0,0.0,929,2.0,916,604,0.0,1872,1,4.017033339298781,1.9030899869919435,102.0,39,5,7,1845,1988
900.0,3.0,3.0,828,2.0,180,577,2.0,2090,0,3.7043221408222355,1.8388490907372552,0.0,0,5,7,1190,1984
914.0,3.0,3.0,706,2.0,88,546,1.0,1796,1,3.9791384695468097,1.8388490907372552,0.0,36,5,6,794,1998
0.0,3.0,0.0,0,0.0,1302,436,2.0,1302,0,3.95390459341346,1.863322860120456,0.0,22,5,7,1302,2007
0.0,4.0,1.0,1104,1.0,1420,542,2.0,2524,0,3.9822712330395684,1.9030899869919435,0.0,120,5,8,2524,1981
534.0,2.0,1.0,315,1.0,420,338,2.0,1374,1,3.7323937598229686,1.954242509439325,0.0,0,6,4,840,1920
862.0,2.0,1.0,567,2.0,197,474,1.0,1626,0,3.355643050220869,1.5563025007672873,106.0,27,5,7,764,2003
299.0,2.0,1.0,0,0.0,735,240,0.0,1034,1,4.005780899954653,1.7781512503836436,0.0,39,6,5,735,1940
0.0,1.0,2.0,1218,2.0,300,588,1.0,1518,2,4.103016490328315,1.792391689498254,472.0,140,5,8,1518,2003
592.0,4.0,1.0,224,4.0,816,240,0.0,1818,1,3.8897497752640375,1.8388490907372552,600.0,0,4,7,1040,1931
0.0,3.0,1.0,0,0.0,1649,598,1.0,1661,0,4.084111351940677,1.6812412373755872,442.0,34,5,7,1649,1998
895.0,3.0,3.0,297,3.0,0,432,0.0,1991,1,4.052116550549998,1.8388490907372552,480.0,0,7,6,854,1932
650.0,3.0,1.0,624,1.0,26,324,0.0,1482,1,3.9542425094393248,1.6989700043360187,0.0,0,9,7,650,1920
0.0,2.0,2.0,1148,2.0,594,564,1.0,1742,0,3.8171024042569233,1.8388490907372552,0.0,28,5,8,1742,1985
564.0,3.0,1.0,0,0.0,686,280,0.0,1250,3,3.91634865227546,1.6532125137753437,0.0,0,7,5,686,1918
0.0,3.0,1.0,0,0.0,816,528,0.0,1176,1,3.795184589682424,1.7160033436347992,0.0,0,6,6,816,1934
988.0,3.0,3.0,789,2.0,119,506,2.0,1915,0,4.00177696707744,1.9030899869919435,0.0,150,5,8,908,1992
403.0,2.0,1.0,388,4.0,552,240,0.0,1595,1,3.9242792860618816,1.7781512503836436,0.0,0,5,6,940,1940
0.0,3.0,0.0,831,5.0,161,377,1.0,1661,0,3.9822712330395684,1.9030899869919435,0.0,28,6,6,992,1955
1103.0,3.0,1.0,544,2.0,288,552,2.0,1935,1,3.903307079964174,1.8750612633917,110.0,150,5,8,832,2009
0.0,3.0,1.0,0,0.0,1777,534,1.0,1795,0,3.988648125235751,1.8750612633917,281.0,159,5,8,1777,2002
1081.0,4.0,1.0,0,0.0,847,434,2.0,1928,0,3.9138138523837167,1.8129133566428555,0.0,48,5,7,847,2003
0.0,3.0,1.0,673,5.0,378,336,0.0,1159,1,4.062694773342393,1.8388490907372552,188.0,0,5,5,1051,1968
601.0,3.0,1.0,311,0.0,544,440,0.0,1456,1,3.357934847000454,1.380211241711606,0.0,0,5,6,855,1978
817.0,3.0,1.0,341,5.0,457,431,0.0,1954,0,4.194791757721925,1.8388490907372552,312.0,119,9,7,798,1939
0.0,2.0,2.0,1460,2.0,408,880,1.0,2028,0,4.058539897939781,1.9444826721501687,208.0,66,5,8,1868,2005
0.0,2.0,0.0,1165,1.0,0,665,2.0,2898,0,4.1902756565569605,1.8388490907372552,0.0,72,6,8,1565,1976
860.0,3.0,1.0,533,2.0,281,663,1.0,1674,0,3.8750612633917,1.8388490907372552,0.0,96,5,7,814,2000
0.0,3.0,3.0,212,5.0,762,0,0.0,974,1,4.029870564003953,1.7993405494535817,0.0,28,5,5,974,1991
898.0,3.0,3.0,932,2.0,133,586,2.0,1989,0,4.055645859994655,1.954242509439325,210.0,60,5,8,1065,2002
1017.0,3.0,1.0,50,5.0,499,678,0.0,2097,0,4.050302403962402,1.7708520116421442,0.0,187,5,7,1080,1993
0.0,3.0,1.0,0,0.0,1424,500,0.0,1442,1,4.073754998123192,1.99563519459755,0.0,34,5,7,1424,1990
0.0,2.0,1.0,821,0.0,299,720,0.0,1130,1,4.033423755486949,1.7781512503836436,0.0,0,6,5,1120,1920
687.0,4.0,1.0,329,3.0,697,240,0.0,1820,1,3.959994838328416,1.7781512503836436,0.0,100,6,7,1026,1925
741.0,3.0,1.0,0,0.0,689,583,0.0,2119,1,4.019033163930999,1.8388490907372552,333.0,104,6,6,689,1972
1312.0,4.0,1.0,0,0.0,1234,666,2.0,2576,2,4.094750552477504,1.9138138523837167,466.0,100,5,8,1234,2006
240.0,2.0,1.0,0,0.0,780,0,0.0,1020,1,3.80222623769107,1.7323937598229686,0.0,0,8,5,780,1875
679.0,4.0,1.0,0,0.0,1095,779,0.0,1774,1,3.9822712330395684,1.7781512503836436,0.0,0,2,4,1095,1900
0.0,1.0,2.0,350,5.0,333,0,0.0,904,3,4.000867721531227,1.8388490907372552,0.0,0,1,1,683,1922
709.0,3.0,1.0,641,2.0,32,490,0.0,1382,0,3.4234097277330933,1.8388490907372552,0.0,50,5,7,673,2000
1518.0,4.0,3.0,0,0.0,1107,840,0.0,3608,2,4.36078268987328,1.954242509439325,0.0,260,9,10,1107,1892
1032.0,5.0,3.0,0,0.0,1008,205,0.0,2210,3,3.99563519459755,1.954242509439325,0.0,48,4,6,1008,1880
766.0,3.0,1.0,0,0.0,806,373,2.0,1572,1,4.015527404313787,1.8388490907372552,0.0,40,5,6,806,1995
0.0,2.0,2.0,1219,2.0,424,739,0.0,1824,0,5.061260170729536,1.8388490907372552,351.0,48,5,7,1643,1971
0.0,3.0,1.0,775,5.0,281,304,0.0,1056,1,3.926856708949692,1.8129133566428555,0.0,85,6,5,1056,1968
272.0,4.0,1.0,392,5.0,392,392,0.0,1221,1,3.9884697702098757,1.7781512503836436,0.0,0,7,5,784,1924
0.0,3.0,1.0,288,1.0,700,504,0.0,1362,1,4.008472419302722,1.9030899869919435,491.0,20,5,6,1362,1961
0.0,1.0,2.0,697,2.0,151,420,1.0,848,0,3.6460114095912393,1.8388490907372552,147.0,0,5,6,848,2004
0.0,3.0,1.0,20,2.0,1434,527,1.0,1434,0,3.9308981144101045,1.8129133566428555,0.0,39,5,7,1454,2001
0.0,2.0,1.0,664,2.0,544,628,1.0,1208,0,3.8300751664297503,1.806179973983887,108.0,54,5,7,1208,2007
370.0,3.0,1.0,626,1.0,170,566,0.0,1466,0,4.033423755486949,1.7781512503836436,0.0,21,8,5,796,1936
0.0,2.0,2.0,1314,2.0,672,691,2.0,1987,0,4.155427138639798,1.9590413923210936,554.0,36,5,8,1986,1994
1093.0,3.0,2.0,1173,2.0,138,983,1.0,2418,0,4.022923011878938,1.9822712330395684,651.0,154,5,7,1311,1993
0.0,2.0,1.0,904,2.0,410,626,1.0,1314,0,3.704407927386841,1.5314789170422551,166.0,62,5,7,1314,2007
739.0,3.0,1.0,0,0.0,970,380,0.0,1709,0,3.401745082237063,1.380211241711606,50.0,40,5,7,970,2004
546.0,3.0,1.0,0,0.0,672,0,0.0,1218,1,3.225309281725863,1.3222192947339193,236.0,0,5,6,672,1971
1440.0,8.0,1.0,256,4.0,1184,0,0.0,3395,3,4.03726709456871,1.7781512503836436,0.0,110,7,6,1440,1914
0.0,3.0,2.0,1200,2.0,0,0,0.0,1200,1,4.033423755486949,1.7781512503836436,0.0,0,5,5,1200,1987
0.0,2.0,1.0,111,5.0,522,297,2.0,912,1,3.877083256650651,1.845098040014257,0.0,285,7,5,912,1958
1872.0,4.0,2.0,1455,2.0,989,832,2.0,4316,2,4.333144876098619,2.0170333392987803,1170.0,50,6,10,2444,1994
854.0,3.0,1.0,706,2.0,150,548,1.0,1710,0,3.926856708949692,1.8129133566428555,196.0,61,5,7,856,2003
1140.0,4.0,1.0,0,0.0,1181,656,2.0,2374,2,4.0791450533327485,1.968482948553935,340.0,100,5,8,1181,2003
704.0,3.0,1.0,275,3.0,429,234,0.0,1564,3,4.079181246047625,1.8750612633917,0.0,0,7,7,704,1941
0.0,3.0,1.0,176,0.0,1290,528,2.0,1466,3,4.249320676637634,2.1271047983648077,132.0,140,4,5,1466,1959
0.0,3.0,1.0,565,3.0,818,292,0.0,1383,1,4.064457989226918,1.9030899869919435,175.0,45,5,6,1383,1960
0.0,4.0,1.0,0,0.0,0,410,0.0,1535,1,3.846213363879387,1.806179973983887,0.0,0,5,5,0,1979
0.0,3.0,1.0,716,1.0,274,576,0.0,990,1,4.132515834912638,1.6334684555795864,0.0,0,5,5,990,1995
728.0,4.0,1.0,364,3.0,554,240,0.0,1646,1,3.852967691028818,1.724275869600789,0.0,0,5,7,918,1941
1020.0,4.0,1.0,0,0.0,1020,440,0.0,1928,3,3.961041216953312,1.8388490907372552,0.0,60,8,6,1020,1910
685.0,3.0,1.0,315,2.0,114,550,1.0,1725,1,4.063858548853072,1.9030899869919435,96.0,88,6,7,539,1979
743.0,4.0,1.0,700,2.0,983,541,2.0,2872,0,4.02848991652189,1.9294189257142926,337.0,33,5,8,1683,1992
1020.0,4.0,3.0,500,1.0,176,576,0.0,2112,1,4.044343734895107,1.9294189257142926,0.0,0,5,6,952,1969
567.0,3.0,1.0,672,5.0,0,240,0.0,1324,1,3.7781512503836434,1.6989700043360187,0.0,0,6,4,672,1936
600.0,2.0,1.0,0,0.0,600,480,1.0,1200,0,3.5024271199844326,1.4771212547196624,0.0,166,5,7,600,2005
672.0,3.0,1.0,456,3.0,216,468,0.0,1344,1,4.028977705208778,1.7708520116421442,0.0,128,7,5,672,1920
828.0,3.0,1.0,0,0.0,840,500,1.0,1668,0,4.053731315887608,1.8573324964312685,101.0,68,5,7,840,2003
0.0,2.0,1.0,0,0.0,0,400,0.0,1040,1,3.9316612396844812,1.7781512503836436,0.0,0,4,3,0,1950
0.0,3.0,3.0,234,0.0,180,576,0.0,900,0,3.8573324964312685,1.7781512503836436,0.0,32,7,5,900,1951
0.0,3.0,1.0,338,3.0,1221,812,0.0,1559,1,3.90848501887865,1.954242509439325,0.0,116,6,5,1559,1948
0.0,3.0,1.0,492,1.0,372,248,0.0,948,1,4.0092383709684665,1.8750612633917,132.0,0,5,4,864,1954
0.0,2.0,1.0,543,5.0,261,264,1.0,923,1,3.9037409406215384,1.6989700043360187,0.0,0,5,6,923,1980
0.0,3.0,0.0,24,2.0,1528,782,0.0,1552,0,4.0036328370044085,1.9242792860618816,196.0,20,5,7,1552,2005
0.0,3.0,1.0,216,1.0,540,642,0.0,1717,0,3.9800033715837464,1.7781512503836436,0.0,35,5,7,756,1915
0.0,3.0,1.0,570,3.0,891,440,1.0,1721,1,4.0143104809633074,1.8920946026904804,0.0,96,6,5,1461,1968
504.0,2.0,1.0,330,5.0,153,264,0.0,987,1,3.225309281725863,1.3222192947339193,158.0,0,5,6,483,1973
0.0,3.0,1.0,334,1.0,322,521,1.0,1200,0,4.051113916777601,2.0211892990699383,0.0,26,5,6,1200,1995
568.0,3.0,1.0,292,4.0,476,281,0.0,1716,1,4.057247580131245,1.7781512503836436,0.0,0,4,5,768,1949
0.0,3.0,1.0,553,2.0,224,336,0.0,894,1,3.926856708949692,1.8129133566428555,0.0,144,8,5,894,1965
0.0,3.0,1.0,0,0.0,0,336,0.0,1771,1,4.337459261290656,2.0,75.0,0,4,5,0,1960
0.0,3.0,2.0,885,2.0,0,528,1.0,1173,0,4.026328938722349,1.9294189257142926,81.0,120,6,7,1053,1974
0.0,3.0,1.0,72,1.0,733,576,2.0,1287,0,3.9925535178321354,1.8388490907372552,0.0,17,7,5,1063,1959
0.0,3.0,1.0,547,3.0,504,459,0.0,1382,1,4.050573076755148,1.8750612633917,51.0,82,5,4,1051,1963
1306.0,4.0,1.0,565,2.0,638,721,0.0,2520,0,3.9978230807457256,1.9138138523837167,290.0,114,5,7,1203,1995
0.0,3.0,1.0,585,3.0,630,297,0.0,1215,1,4.093421685162235,1.8195439355418688,176.0,0,7,6,1215,1958
1323.0,4.0,1.0,740,2.0,425,844,0.0,2526,0,4.00518051250378,1.9637878273455553,391.0,78,5,8,1165,1994
600.0,2.0,1.0,0,0.0,600,480,1.0,1200,0,3.502700175310563,1.4771212547196624,0.0,172,5,7,600,2004
0.0,4.0,1.0,1606,1.0,122,560,0.0,1728,1,3.9683428309589455,1.7993405494535817,0.0,0,5,5,1728,1976
808.0,3.0,1.0,0,0.0,576,480,0.0,1710,1,4.012837224705172,1.6989700043360187,0.0,11,6,7,576,1921
985.0,3.0,1.0,1074,2.0,322,870,2.0,2392,0,3.9755237129603316,1.9138138523837167,423.0,70,5,8,1396,1997
730.0,3.0,1.0,402,5.0,594,457,1.0,1744,0,3.975569657893662,1.8388490907372552,0.0,70,7,7,996,1993
843.0,3.0,1.0,0,0.0,813,562,1.0,1665,0,3.909823369650912,1.8129133566428555,0.0,0,6,7,813,2007
1414.0,4.0,0.0,984,2.0,280,792,0.0,2696,2,3.9984773030365064,1.8864907251724818,220.0,184,5,7,1264,2007
0.0,3.0,1.0,616,1.0,248,528,0.0,864,1,3.9542425094393248,1.7781512503836436,0.0,0,6,4,864,1971
0.0,2.0,1.0,344,3.0,328,234,0.0,672,1,3.9703468762300935,1.6989700043360187,0.0,113,6,4,672,1941
0.0,3.0,0.0,328,4.0,285,564,0.0,1320,1,4.071034675054151,1.9822712330395684,97.0,68,6,5,1164,1966
0.0,2.0,1.0,120,1.0,958,440,1.0,958,1,3.692670699156369,1.8388490907372552,0.0,205,5,6,1078,1976
0.0,3.0,3.0,0,0.0,1710,550,0.0,1710,0,4.083430948160511,1.6334684555795864,108.0,48,5,7,1710,2004
0.0,3.0,2.0,633,1.0,586,502,1.0,1265,0,3.9708116108725178,1.9294189257142926,0.0,92,8,5,1219,1965
0.0,2.0,2.0,0,0.0,1273,400,2.0,1456,0,3.5046067706419537,1.8388490907372552,40.0,20,5,8,1273,2003
472.0,3.0,1.0,0,0.0,927,576,0.0,1539,1,3.7867514221455614,1.7075701760979363,0.0,0,6,5,927,1936
0.0,5.0,1.0,0,0.0,1907,766,0.0,1959,1,4.044147620878722,1.9138138523837167,70.0,0,5,7,1907,1988
0.0,4.0,1.0,0,0.0,1008,0,0.0,1522,1,3.7781512503836434,1.7781512503836436,0.0,0,5,5,1008,1926
0.0,3.0,1.0,0,0.0,0,0,0.0,1124,1,3.920905604164024,1.8864907251724818,0.0,36,5,5,0,1954
983.0,3.0,3.0,859,1.0,216,484,0.0,2090,1,4.01628102454283,1.8388490907372552,240.0,204,6,7,1107,1973
0.0,2.0,1.0,698,1.0,420,461,0.0,1214,1,3.962369335670021,1.845098040014257,0.0,0,7,5,1214,1965
0.0,3.0,3.0,306,1.0,372,454,0.0,1779,1,4.253338005326106,2.0086001717619175,0.0,418,4,5,1763,1955
0.0,3.0,0.0,1300,2.0,316,808,2.0,1629,0,4.162444914299978,1.9294189257142926,236.0,252,5,8,1616,2002
0.0,2.0,3.0,24,2.0,1530,627,1.0,1554,0,3.661812685537261,1.5314789170422551,108.0,73,5,8,1554,2006
1243.0,4.0,1.0,0,0.0,964,642,2.0,2236,0,4.11414374967188,1.8388490907372552,285.0,0,5,7,964,1997
0.0,2.0,1.0,0,0.0,796,0,0.0,796,1,3.56062387454993,1.6020599913279623,0.0,0,4,4,796,1922
840.0,3.0,1.0,0,0.0,840,308,0.0,1680,1,4.1924559385119755,1.7993405494535817,0.0,0,7,6,840,1915
0.0,1.0,0.0,686,2.0,162,420,2.0,848,0,3.646893624167745,1.568201724066995,170.0,0,5,6,848,2003
0.0,3.0,1.0,874,1.0,268,528,2.0,1142,1,3.625723909525756,1.6434526764861874,0.0,90,5,5,1142,1976
0.0,1.0,2.0,429,5.0,93,564,1.0,1252,1,4.1303337684950066,1.8388490907372552,0.0,0,7,6,1602,1960
0.0,2.0,1.0,28,2.0,1656,564,1.0,1684,2,3.9468941951023266,1.7993405494535817,616.0,72,5,9,1684,2005
0.0,3.0,1.0,1464,2.0,536,888,0.0,2000,0,4.016448318259037,1.9030899869919435,246.0,0,5,8,2000,2004
0.0,3.0,0.0,0,0.0,1616,834,1.0,1616,0,3.9389198122447717,1.863322860120456,228.0,59,5,7,1616,2005
573.0,3.0,0.0,990,2.0,309,531,1.0,1872,2,4.074999186064199,1.8388490907372552,108.0,122,5,8,1299,2001
534.0,3.0,1.0,0,0.0,1042,225,0.0,1576,1,3.795184589682424,1.7160033436347992,0.0,0,6,5,1042,1928
807.0,3.0,0.0,421,2.0,386,575,0.0,1982,0,4.052578525044658,1.9138138523837167,340.0,84,6,7,807,1989
0.0,3.0,1.0,534,5.0,246,276,0.0,988,1,3.8573324964312685,1.7781512503836436,0.0,80,7,5,876,1950
0.0,2.0,1.0,976,2.0,868,620,2.0,1844,0,4.041155732629711,1.9444826721501687,366.0,44,5,8,1844,2005
0.0,3.0,1.0,656,1.0,602,528,0.0,1258,0,4.04296907339318,1.9030899869919435,144.0,0,7,6,1258,1971
0.0,1.0,1.0,786,2.0,474,500,2.0,1288,2,4.175018675936629,1.5797835966168101,0.0,30,5,8,1260,1996
0.0,3.0,1.0,0,0.0,1626,866,0.0,1634,0,4.057970231710706,1.9912260756924949,248.0,44,5,8,1626,2006
0.0,3.0,1.0,257,1.0,103,440,0.0,1322,1,3.363235804483694,1.380211241711606,0.0,0,5,6,855,1974
707.0,3.0,0.0,0,0.0,707,403,2.0,1414,0,3.956936413844196,1.8692317197309762,0.0,35,5,8,707,2004
0.0,3.0,2.0,690,2.0,814,478,2.0,1504,0,4.074926097123956,1.863322860120456,196.0,66,5,7,1504,1996
0.0,3.0,1.0,0,0.0,1670,690,1.0,1670,0,4.1719895827021185,1.6989700043360187,27.0,60,5,7,1670,2006
651.0,3.0,2.0,125,4.0,36,518,1.0,2167,0,4.244079106672388,1.8388490907372552,0.0,47,7,7,1192,1974
0.0,2.0,1.0,559,1.0,510,440,1.0,1069,1,3.6067037413336744,1.724275869600789,0.0,55,6,6,1069,1977
0.0,2.0,2.0,547,2.0,0,525,2.0,1072,1,3.5652573434202135,1.5440680443502757,82.0,44,5,6,547,2005
0.0,3.0,2.0,1159,3.0,413,995,1.0,1572,1,4.5457152356963135,1.6989700043360187,226.0,263,4,5,1572,1963
561.0,3.0,1.0,1088,4.0,0,456,0.0,1869,1,3.94546858513182,1.9912260756924949,0.0,0,6,5,1088,1890
0.0,1.0,1.0,0,0.0,882,0,0.0,882,1,3.7403626894942437,1.7403626894942439,0.0,0,6,4,882,1956
0.0,3.0,2.0,1249,2.0,673,676,2.0,1922,0,4.150971232062612,1.9344984512435677,200.0,51,5,9,1922,2005
0.0,2.0,0.0,632,1.0,148,352,0.0,780,1,3.8573324964312685,1.7781512503836436,0.0,0,7,5,780,1972
580.0,3.0,1.0,0,0.0,533,300,1.0,1601,1,4.140665139976736,1.9294189257142926,0.0,34,6,5,533,1958
0.0,3.0,0.0,1274,1.0,256,430,2.0,1530,0,4.208387603795154,2.093421685162235,16.0,36,5,7,1530,2005
0.0,3.0,1.0,625,0.0,208,0,0.0,833,1,3.9434945159061026,1.8388490907372552,0.0,0,5,5,833,1985
504.0,2.0,1.0,331,1.0,318,308,0.0,1183,1,3.7781512503836434,1.6989700043360187,0.0,176,7,3,649,1948
0.0,3.0,1.0,659,1.0,381,260,0.0,1040,1,3.8386602259889413,1.8388490907372552,0.0,104,8,5,1040,1962
1362.0,4.0,2.0,1150,2.0,316,1052,1.0,2828,0,3.9984773030365064,1.8864907251724818,340.0,144,5,8,1466,2006
220.0,3.0,1.0,280,5.0,752,288,0.0,1252,1,3.9822712330395684,1.9030899869919435,0.0,0,5,6,1032,1950
0.0,3.0,1.0,340,4.0,0,305,1.0,1246,0,3.8750612633917,1.8750612633917,0.0,0,7,5,1246,1959
0.0,2.0,1.0,0,0.0,884,180,0.0,904,1,3.7781512503836434,1.6989700043360187,0.0,0,7,6,884,1926
686.0,4.0,1.0,686,4.0,0,416,0.0,1652,1,4.033423755486949,1.7781512503836436,0.0,0,6,5,686,1915
0.0,3.0,1.0,375,3.0,457,288,0.0,1268,1,4.084361758551405,1.7781512503836436,0.0,28,7,5,832,1949
741.0,3.0,1.0,0,0.0,896,342,0.0,1913,1,3.878406887580996,1.7558748556724915,0.0,0,6,6,896,1928
0.0,3.0,3.0,733,0.0,625,484,1.0,1358,0,3.8042076050820413,1.6434526764861874,128.0,35,5,7,1358,2009
0.0,3.0,1.0,1237,4.0,420,484,0.0,1657,1,4.084754963179354,1.8388490907372552,0.0,0,3,6,1657,1970
0.0,2.0,3.0,210,3.0,0,275,2.0,838,3,4.011443562022075,1.7403626894942439,0.0,0,7,6,816,1918
1038.0,3.0,1.0,772,1.0,220,390,1.0,2060,0,3.942256150419465,1.8388490907372552,298.0,0,5,7,992,1999
862.0,2.0,1.0,573,2.0,191,474,1.0,1626,0,3.3888114134735234,1.5563025007672873,106.0,27,5,7,764,2003
689.0,4.0,1.0,371,1.0,292,299,2.0,1352,1,3.971461405024587,1.9030899869919435,143.0,36,7,6,663,1969
408.0,3.0,1.0,368,3.0,359,240,0.0,1376,1,3.9773577295453015,1.8976270912904414,0.0,0,5,5,768,1941
811.0,3.0,1.0,326,4.0,389,240,0.0,1660,1,4.078746734273607,1.8692317197309762,0.0,0,7,6,715,1934
796.0,3.0,1.0,0,0.0,616,432,2.0,1412,0,3.9293678292400998,1.863322860120456,0.0,36,5,6,616,2006
713.0,3.0,1.0,0,0.0,756,216,0.0,1469,1,4.013679697291193,1.7781512503836436,0.0,0,7,6,756,1906
656.0,3.0,1.0,0,0.0,384,400,1.0,1430,1,3.9985644582609416,1.8808135922807914,0.0,0,5,7,384,2000
0.0,3.0,3.0,500,3.0,594,495,0.0,1094,1,4.019199401055288,1.9294189257142926,216.0,0,5,6,1094,1953
0.0,3.0,2.0,1422,2.0,392,758,0.0,1826,0,4.05315530296188,1.8388490907372552,238.0,75,5,8,1814,2005
252.0,3.0,3.0,0,0.0,672,576,0.0,924,1,3.90655051910145,1.7781512503836436,0.0,0,7,5,672,1949
0.0,1.0,0.0,368,2.0,0,528,1.0,1502,0,3.833784374656479,1.8388490907372552,0.0,54,5,8,1488,1985
1072.0,4.0,2.0,462,2.0,154,603,1.0,1688,0,4.107142105833073,1.8976270912904414,0.0,114,5,6,616,1997
